"Prioritisation","ID","Date Added","Date of Publishing","Summary","Data Source","Probability of UK alert","Product Category","Raw Product Phrase","Commodity / Product","Country of Origin","Notified by","Hazard Description","Hazard Group","Incident Title","Alert Type","Link","Food, Feed or FCM","Manufacturer","Brand","Organisations","Source Type","Is A Food Article","Eu/non-EU Country of Origin","EU/non-EU Notifying Country"
"MEDIUM","229088","2020-08-19","2020-07-27","pieces of glass: uncle ben’s brown basmati ready to heat rice","UK_updated_FAR","0","cereals and bakery products","uncle ben’s brown basmati ready to heat rice","rice","United Kingdom","United Kingdom","pieces of glass","foreign bodies","Mars Food UK recalls Uncle Ben’s Brown Basmati ready to heat rice pouches because packs may contain glass","recall","https://www.food.gov.uk/news-alerts/alert/fsa-prin-32-2020","food",NA,NA,"Mars Food","Official","Yes","EU","EU"
"MEDIUM","228926","2020-08-18","2020-08-17","methanol: skin","Food_Poisoning_Bulletin","0","meat and meat products (other than poultry)","skin","skin","USA","USA","methanol","process contaminants","SkinGuard24 Hand Sanitizer Recalled For Labeled Methanol","recall","https://foodpoisoningbulletin.com/2020/skinguard24-hand-sanitizer-recalled-for-labeled-methanol/","food",NA,NA,"FDA, Foam Pump, SG24 LLC, SKU, UPC","Others","Yes","non_EU","non_EU"
"MEDIUM","228883","2020-08-17","2020-08-14","body aches: takeout meal","Food_Poisoning_Bulletin","0","prepared dishes and snacks","takeout meal","meal","Vietnam","USA","body aches","foreign bodies","Gastrointestinal Outbreak at Saigon Vietnam Deli in Seattle","outbreak","https://foodpoisoningbulletin.com/2020/gastrointestinal-outbreak-at-saigon-vietnam-deli-in-seattle/","food",NA,NA,"Saigon Vietnam Deli, Vietnam Deli, King County Health Department, Environmental Health","Others","Yes","non_EU","non_EU"
"MEDIUM","228884","2020-08-17","2020-08-14","canal water: fresh express salads","Food_Poisoning_Bulletin","0","prepared dishes and snacks","fresh express salads","salad","USA","USA","canal water","packaging defective / food contact material","Canal Water Positive for Cyclospora, U.S. Farms Grew Products","outbreak","https://foodpoisoningbulletin.com/2020/canal-water-positive-for-cyclospora-u-s-farms-grew-products/","food",NA,NA,"Walmart Marketside, 2020.FDA, ALDI Little Salad Bar, ShopRite Wholesome Pantry, FDA, Giant Eagle, Fresh Express, Cyclospora","Others","Yes","non_EU","non_EU"
"MEDIUM","228886","2020-08-17","2020-08-14","water samples: fresh express salads","FSN_FAR","0","prepared dishes and snacks","fresh express salads","salad","USA","","water samples","packaging defective / food contact material","Farms growing red cabbage and iceberg lettuce for Fresh Express are suspects in Cyclospora outbreak","outbreak","https://www.foodsafetynews.com/2020/08/farms-growing-red-cabbage-and-iceberg-lettuce-for-fresh-express-are-suspect-in-cyclospora-outbreak/","food",NA,NA,"the Food and Drug Administration, FDA, CDC, Food Safety News, Fresh Express, Cyclospora","Others","Yes","non_EU",""
"MEDIUM","228887","2020-08-17","2020-08-14","body aches: specific food or drink item","FSN_FAR","0","non-alcoholic beverages","specific food or drink item","food drink item","Vietnam","","body aches","foreign bodies","Deli take-out in Seattle blamed for unidentified gastrointestinal illnesses","outbreak","https://www.foodsafetynews.com/2020/08/deli-take-out-in-seattle-blamed-for-unidentified-gastrointestinal-illnesses/","food",NA,NA,"Vietnam Deli, Aug.6, Public Health, Environmental Health, Food Safety News, Saigon Vietnam Deli","Others","Yes","non_EU",""
"MEDIUM","228899","2020-08-17","2020-08-14","the withdrawal: fish","France_Agriculture_FAR","0","fish and fish products","fish","fish","France","France","the withdrawal","not determined / other","Withdrawal and recall of food that may be detrimental to the health","recall","https://agriculture.gouv.fr/retrait-et-rappel-de-denrees-alimentaires-susceptibles-detre-prejudiciables-la-sante","food",NA,NA,"the ministry of Agriculture and Food, DDM, DLC, DZHEN-FOODS, Directorate, The Ministry of agriculture and food, Seine-et-Marne, the Direction departementale de la protection des populations, Press Contacts Press Service, the Ile de France","Official","Yes","EU","EU"
"MEDIUM","228837","2020-08-14","2020-08-13","micro greens alfalfa: radish","Food_Poisoning_Bulletin","0","fruits and vegetables","radish","radish","Canada","USA","micro greens alfalfa","residues of veterinary medicinal products","Sunsprout Micro Greens Alfalfa and Radish Recalled For Salmonella","recall","https://foodpoisoningbulletin.com/2020/sunsprout-micro-greens-alfalfa-and-radish-recalled-for-salmonella/","food",NA,NA,"Sunsprout Micro Greens Alfalfa & Radish, Sunsprout Micro Greens Alfalfa, UPC","Others","Yes","non_EU","non_EU"
"MEDIUM","228876","2020-08-14","2020-08-13","food poisoningcausing bacteria: ","Finland_FAR","0",NA,"",NA,"Finland","Finland","food poisoningcausing bacteria","not determined / other","Food safety in Finland at a good level","information for attention","https://www.ruokavirasto.fi/yritykset/elintarvikeala/uutiset-elintarvikealalta/elintarviketurvallisuus-suomessa-hyvalla-tasolla/","food",NA,NA,"","Official","Yes","EU","EU"
"MEDIUM","228859","2020-08-14","2020-08-12","infested with insects: multiple foodstuffs","RASFF","0",NA,"multiple foodstuffs","foodstuff","Ghana","United Kingdom","infested with insects","foreign bodies","poor temperature control of and poor traceability records for multiple foodstuffs from Ghana infested with insects","border rejection","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3247","food",NA,NA,"","Official","Yes","non_EU","EU"
"MEDIUM","228860","2020-08-14","2020-08-12","fumonisins: corn flour","RASFF","0","cereals and bakery products","corn flour","corn","Peru","Spain","fumonisins","mycotoxins","fumonisins (18255 Âµg/kg - ppb) in corn flour from Peru","information for attention","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3246","food",NA,NA,"","Official","Yes","non_EU","EU"
"MEDIUM","228863","2020-08-14","2020-08-12","metal fragments: frozen cinnamon rolls","RASFF","0","cereals and bakery products","frozen cinnamon rolls","bakery product","Sweden","Germany","metal fragments","foreign bodies","metal fragment in frozen cinnamon rolls from Sweden","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3217","food",NA,NA,"","Official","Yes","EU","EU"
"MEDIUM","228866","2020-08-14","2020-08-12","3monochlor12propanediol 3MCPD: chocolate chip cookies","RASFF","0","cocoa and cocoa preparations, coffee and tea","chocolate chip cookies","chocolate chip cookie","India","Germany","3monochlor12propanediol 3MCPD","process contaminants","3-monochlor-1,2-propanediol (3-MCPD) (5299 Âµg/kg - ppb) and glycidyl esters (4159 Âµg/kg - ppb) and high content of acrylamide (647 Âµg/kg - ppb) in chocolate chip cookies from India, via the Netherlands","alert","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3251","food",NA,NA,"https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.3251","Official","Yes","non_EU","EU"
"MEDIUM","228844-22345","2020-08-14","2020-07-03","food poisoning case: prepackaged boletes (a type of mushroom)","HongKong_FAR","0",NA,"prepackaged boletes (a type of mushroom)","mushroom","Hong Kong","Hong Kong","food poisoning case","not determined / other","Not to consume boletes (mushrooms) suspected to contain mixture of species including inedible or poisonous mushrooms","recall","https://www.cfs.gov.hk/english/whatsnew/whatsnew_fa/2020_397.html","food",NA,NA,"The Centre for Food Safety, CFS, the Centre for Health Protection of the Department of Health","Official","Yes","non_EU","non_EU"
"MEDIUM","228847-19016","2020-08-14","2020-06-02","patulin: bottled apple juice drink imported from australia","HongKong_FAR","0","non-alcoholic beverages","bottled apple juice drink imported from australia","apple juice drink","Hong Kong","Hong Kong","patulin","mycotoxins","*(Updated on 2 June 2020) Not to consume a batch of bottled apple juice drink contaminated with patulin","recall","https://www.cfs.gov.hk/english/whatsnew/whatsnew_fa/2020_394.html","food",NA,NA,"the Codex Alimentarius Commission, Presha Fruit Country, CFS, Australia Importer/Distributor, Cold Pressed Apple & Raspberry Brand, A.S. Watson Group, Cold Pressed","Official","Yes","non_EU","non_EU"
"MEDIUM","228848-18387","2020-08-14","2020-05-29","patulin: bottled apple juice drink imported from australia","HongKong_FAR","0","non-alcoholic beverages","bottled apple juice drink imported from australia","apple juice drink","Hong Kong","Hong Kong","patulin","mycotoxins","Not to consume a batch of bottled apple juice drink contaminated with patulin","recall","https://www.cfs.gov.hk/english/whatsnew/whatsnew_fa/2020_392.html","food",NA,NA,"the Codex Alimentarius Commission, Presha Fruit Country, CFS, Australia Importer/Distributor, A.S. Watson Group, Cold Pressed","Official","Yes","non_EU","non_EU"
"MEDIUM","228849-18248","2020-08-14","2020-05-22","patulin: bottled fruit juice drink","HongKong_FAR","0","non-alcoholic beverages","bottled fruit juice drink","fruit juice drink","Hong Kong","Hong Kong","patulin","mycotoxins","Not to consume a kind of bottled fruit juice drink contaminated with patulin","recall","https://www.cfs.gov.hk/english/whatsnew/whatsnew_fa/2020_391.html","food",NA,NA,"DETOX - ORIGINAL Brand, Bless International Group Limited, CFS","Official","Yes","non_EU","non_EU"
"MEDIUM","228816","2020-08-13","2020-08-12","foreign body: block cream ""prize round","Belgium_FAR","0","milk and milk products","block cream ""prize round","block cream round","Belgium","Belgium","foreign body","foreign bodies","atic  presence of foreign body (piece of plastic) in the product","recall","http://www.favv-afsca.fgov.be/consommateurs/rappelsdeproduits/2020/2020-08-11.asp","food",NA,NA,"ITM DISON, Intermarche, FASFC, DETRY, Eco Market, Detry","Official","Yes","EU","EU"
"MEDIUM","228818","2020-08-13","2020-08-12","potassium: pigeons","Belgium_FAR","0","poultry meat and poultry meat products","pigeons","poultry","Belgium","Belgium","potassium","not determined / other","content is too high in iodide of potassium","recall","http://www.favv-afsca.fgov.be/consommateurs/rappelsdeproduits/2020/2020-08-12.asp","food",NA,NA,"Tollisan Quick, FASFC, Group Lataire, 12/08/2020 Reminder of Group","Official","Yes","EU","EU"
"MEDIUM","228824","2020-08-13","2020-08-12","brand microgreens alfalfa: radish","FSN_FAR","0","fruits and vegetables","radish","radish","","","brand microgreens alfalfa","residues of veterinary medicinal products","CFIA warns the public not to consume Sunsprout brand Micro-Greens Alfalfa and Radish","recall","https://www.foodsafetynews.com/2020/08/cfia-warns-the-public-not-to-consume-sunsprout-brand-micro-greens-alfalfa-and-radish/","food",NA,NA,"The Canadian Food Inspection Agency, Food Safety News, https://www.foodsafetynews.com/2020/08/cfia-warns-the-public-not-to-consume-sunsprout-brand-micro-greens-alfalfa-and-radish/, Micro-Greens Alfalfa, Sunsprout, CDC, Micro-Greens Alfalfa &","Others","Yes","",""
"MEDIUM","228826","2020-08-13","2020-08-12","the glass: basil pesto vegan pesto toscano brand name laselva","France_Oulah_FAR","0","herbs and spices","basil pesto vegan pesto toscano brand name laselva","basil","France","France","the glass","foreign bodies","Recall product : basil Pesto vegan Pesto toscano 180g brand name LaSelva","recall","https://www.oulah.fr/rappel-produit-pesto-basilic-vegan-et-pesto-toscano-180g-de-marque-laselva/","food",NA,NA,"","Others","Yes","EU","EU"
"MEDIUM","228828-28828","2020-08-13","2020-08-12","metal pieces: beef ground, extra lean","Quebec_FAR","0","meat and meat products (other than poultry)","beef ground, extra lean","beef","Canada","Canada","metal pieces","foreign bodies","Possible presence of metal pieces in the beef and veal chopped sold by the company Metro Lac-Etchemin","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/08/Pages/4169.aspx","food",NA,NA,"Metro Lac-Etchemin","Official","Yes","non_EU","non_EU"
"MEDIUM","228829-28828","2020-08-13","2020-08-12","metal pieces: lean ground beef","Quebec_FAR","0","meat and meat products (other than poultry)","lean ground beef","beef","Canada","Canada","metal pieces","foreign bodies","Possible presence of metal pieces in the beef and veal chopped sold by the company Metro Lac-Etchemin","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/08/Pages/4169.aspx","food",NA,NA,"Metro Lac-Etchemin","Official","Yes","non_EU","non_EU"
"MEDIUM","228830-28828","2020-08-13","2020-08-12","metal pieces: ground beef semi-lean","Quebec_FAR","0","meat and meat products (other than poultry)","ground beef semi-lean","beef","Canada","Canada","metal pieces","foreign bodies","Possible presence of metal pieces in the beef and veal chopped sold by the company Metro Lac-Etchemin","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/08/Pages/4169.aspx","food",NA,NA,"Metro Lac-Etchemin","Official","Yes","non_EU","non_EU"
"MEDIUM","228831-28828","2020-08-13","2020-08-12","metal pieces: ground veal","Quebec_FAR","0","meat and meat products (other than poultry)","ground veal","beef","Canada","Canada","metal pieces","foreign bodies","Possible presence of metal pieces in the beef and veal chopped sold by the company Metro Lac-Etchemin","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/08/Pages/4169.aspx","food",NA,NA,"Metro Lac-Etchemin","Official","Yes","non_EU","non_EU"
"MEDIUM","228731","2020-08-12","2020-08-12","the lone star state: ","FSN_FAR","0",NA,"",NA,"USA","","the lone star state","not determined / other","Parasite striking Texas with both in-state and national outbreaks","outbreak","https://www.foodsafetynews.com/2020/08/parasite-striking-texas-with-both-in-state-and-national-outbreaks/","food",NA,NA,"Food Safety News, Austin Public Health, Cyclospora-, Cyclosporiasis, the Centers for Disease Control and Prevention, the Lone Star State, the U.S. Food and Drug Administration, Fresh Express, CDC, FDA, APH, Cyclospora","Others","Yes","non_EU",""
"MEDIUM","228350","2020-08-12","2020-08-11","methanol: skin","Food_Poisoning_Bulletin","0","meat and meat products (other than poultry)","skin","skin","USA","USA","methanol","process contaminants","Gelbac T Antibacterial Handgel Recalled For Methanol Content","recall","https://foodpoisoningbulletin.com/2020/gelbac-t-antibacterial-handgel-recalled-for-methanol-content/","food",NA,NA,"liter/33.8, FDA, Gelbac T Antibacterial Handgel, MedWatch Adverse Events Reporting Program, Products SA DE","Others","Yes","non_EU","non_EU"
